TITLE,TYPE,GENRES,THEMES,SYNOPSIS,MAIN_PICTURE
Kakan no Madonna,manga,"['Adventure', 'Romance']","['Crossdressing', 'Historical']","The main character is Leonora, the daughter of an impoverished noble of Padua. She is a beautiful silver-haired, emerald-green-eyed girl and very good at fighting with the sword. One day, she is forced to marry an arrogant young noble, but she discovers on the day of their wedding that this man intends to use her to become king of Italy because she is involved in an ancient Italian legend.

Leonara is the girl shown on ""Kakan no Madonna"" (Madonna of the Flower Crown), a famous painting drawn by Leonardo Da Vinci. There exists a legend that tells whoever gets the legendary sword ""Emerald Lion"" will unite and rule over Italy. And the secret hiding-place of the sword can be found with ""Kakan no Madonna""—Leonara...

In order to find out the truth of the portrait's secret related her and to hide her identity as Kakan no Madonna, Leonara disguises herself as a black-haired boy, Leo, and sets out to find Da Vinci. On the way she meets Falco, the blond-haired handsome king of Naples, who is unaware that she is a girl, and becomes his servant.

When she finally finds Da Vinci, she hears with surprise that she—the girl portrayed in Kakan no Madonna—is destined to possess the legendary Emerald Lion and therefore to become queen of Italy.

(Source: MU)",https://cdn.myanimelist.net/images/manga/2/167983l.jpg
Kakao 79%,manga,"['Comedy', 'Romance']",['School'],"Tsubasa Ayano and Yuu Ichinose are childhood friends. Since they were kids, they were inseparable. But one day they have to part each other's way because both of them are transferring homes. Clueless of where they will transfer, they were shocked when they see each other going to the same school from the place they transferred in.

(Source: comico)",https://cdn.myanimelist.net/images/manga/3/207049l.jpg
Kakatte Kinasai!,manga,['Comedy'],['School'],"The story revolves around Tsukina, an ordinary girl who constantly battles the problems created by the people around her on a daily basis.

(Source: MU)",https://cdn.myanimelist.net/images/manga/3/205510l.jpg
Kake kara Hajimaru Sayonara no Koi,manga,['Romance'],"['Adult Cast', 'Workplace']","With her stern efficiency, Nao Yoshinaga is known as the Ice Iron Lady of the company. One day, she overheard colleagues making a bet with Satomura that he could make Nao fall for him. Unbeknownst to them, Nao has had a secret crush on Satomura for all this time. The bet could turn out to be her best chance!

(Source: Micro Magazine-sha, translated)",https://cdn.myanimelist.net/images/manga/1/242659l.jpg
Kakeau Tsukihi,manga,"['Comedy', 'Slice of Life']","['Performing Arts', 'Showbiz']","Tsuki Arito and Yo Kamikoma move to Tokyo to become comedians. With a 9 m² apartment and just 300 yen for food expenses, the two best friends begin to chase their big dream.

(Source: Shogakukan, translated)",https://cdn.myanimelist.net/images/manga/2/249235l.jpg
Kakegurui,manga,"['Drama', 'Mystery']","['Psychological', 'School']","Hyakkaou Private Academy is a school for the privileged and influential, playing host to the children of businessmen and politicians. However, unlike other schools, students at Hyakkaou do not pride themselves on academic achievement. Instead, they value strategic prowess and the ability to read people. Come nightfall, many places on campus transform into gambling dens overseen by the student council, where players compete for rank, money, and more.

Ryouta Suzui spends his days as a ""house pet""—a student ranked in the bottom one hundred, forced to serve his peers. His circumstances soon change when a mysterious new transfer student, Yumeko Jabami, arrives at the academy. Despite Suzui's warnings, Yumeko quickly becomes immersed in the school's gambling scene, facing off against several high-profile opponents. Her exploits draw the attention of the student council members, who start meddling in her affairs. Suzui tries his best to keep Yumeko out of trouble, but to his chagrin, she turns out to be the type of person best suited to attend Hyakkaou: a compulsive gambler.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/142175l.jpg
Kakegurui (Kari),manga,['Comedy'],"['Parody', 'School']","A 4-koma parody spin-off series of Kakegurui, featuring all characters from the series and their everyday life's.",https://cdn.myanimelist.net/images/manga/2/197426l.jpg
Kakegurui Midari,manga,['Drama'],"['Psychological', 'School']",Spin-off of Kakegurui focusing on Midari Ikishima and her past.,https://cdn.myanimelist.net/images/manga/1/198486l.jpg
Kakegurui Twin,manga,"['Drama', 'Mystery']","['Psychological', 'School']","As a first-year student of the renowned Hyakkaou Private Academy, Mary Saotome knows her future is set for a one-way cruise to the top...

That is, until an encounter with an old-classmate-turned-housepet throws the newbie princess into the world of gambling! Can a normal girl like Mary make friends and survive debtless through only wit and luck? Find out in this prequel to the mega-popular Kakegurui!

(Source: Yen Press)",https://cdn.myanimelist.net/images/manga/2/169926l.jpg
Kakegurui Yorozu: Kakegurui Koushiki Anthology,manga,['Comedy'],"['Parody', 'School', 'Strategy Game']",An anthology comic of Kakegurui by various mangaka.,https://cdn.myanimelist.net/images/manga/1/223796l.jpg
Kakine to Keidai,manga,"['Boys Love', 'Erotica']",['School'],"""When I make a mistake, be there for me too."" Those are some words that Keidai never expected he'd hear from his curt, quiet classmate Kakine. They may be working the same job and going to the same classmates, but they're not exactly friends, are they? Things get even more complicated when Keidai's dirty dreams begin to include a very familiar co-star...

(Source: Fantasista Inc.)",https://cdn.myanimelist.net/images/manga/2/274861l.jpg
Kakko Warukute Kakkoii Kimi,manga,['Boys Love'],['School'],"Ever since they were little, Yukihisa and Takashi have always been together. However, Takashi recently started acting strange towards Yukihisa by refusing to come near of Yukihisa, baffling him. Takashi offers no explaination for his actions, causing Yukihisa to be filled with doubts about their friendship. What can Takashi be hiding from Yukihisa that's causing him to keep one meter away from him?

(Source: Bliss)",https://cdn.myanimelist.net/images/manga/3/22680l.jpg
Kakkou no Iinazuke,manga,"['Comedy', 'Romance']",['Harem'],"The members of the Umino household are all rather similar: they are energetic and incredibly dynamic—except for Nagi, a serious and introverted young man whose sole focus is on academics. He is the complete opposite of someone like his younger sister Sachi, who is a reflection of her extroverted parents. Thus, it should come as no surprise that Nagi was swapped with another baby at birth.

On the way to meet his true parents, Nagi encounters Erika Amano, a young social media star. While spending the day with her, he learns that Erika's parents forced a marriage onto her. Later that day, Nagi comes to learn that Erika's fiancé is actually none other than himself, in order to officially be part of each other's family. With the goal to build the pair's relationship, Nagi's biological father arranges for the fiancés to start living together! However, no matter what tricks their parents pull, Nagi refuses to marry Erika. That is because he already has sights set on someone else: the beautiful and intelligent Hiro Segawa.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/5/233993l.jpg
Kakkowarui Hinata-kun,manga,"['Boys Love', 'Erotica']",['School'],"1. Kakkowarui Hinata-kun
2. Kawaikunai Hinata-kun
3. Room Share-teki Bed Jijou
4. Koisuru Kimi no Rule
5. Suiyoubi no Himitsu
6. Muchuu ja Nai! Hinata-kun",https://cdn.myanimelist.net/images/manga/3/233266l.jpg
Kako e no Tobira,manga,['Romance'],['Childcare'],"Had she found her identity or her destiny?

Rebel had been fortunate to be adopted-by the James family. The Australian clan fully supported her search for her mother's roots--even though it took her to England.

But when Rebel arrived at Davenport Hall, the English manor where her mother had stayed as a five-year-old war orphan, she was surprised to discover the earl actually seemed to be expecting her.

Hugh Davenport was not what Rebel had imagined--he was far too handsome and sexy. And Rebel, Hugh discovered, was not the new nanny after all. But none of that mattered. Rebel knew Hugh and his fiery little niece needed her. She'd stay because she had already opened her heart--she needed them too! 

(Source: fictiondb)",https://cdn.myanimelist.net/images/manga/3/59879l.jpg
Kakugo wa Ii ka Soko no Joshi.,manga,"['Comedy', 'Romance']",['School'],"Hunks are attractive, but I'm only influenced by hunks who solely have a beautiful face! Just what is true love?!

(Source: Chibi Manga)

Included one-shot:
Volume 2: Ore no Kanojo ga Stalker na Ken",https://cdn.myanimelist.net/images/manga/2/131199l.jpg
Kakukaku Shikajika,manga,"['Award Winning', 'Slice of Life']","['Memoir', 'Otaku Culture', 'Visual Arts']","Akiko Hayashi has soaring but strangely specific dreams: to make a successful manga debut while still in school, have her favorite actor star in its adaptation, and end up marrying him. However, she is far from having the motivation or skills to realize these hopes. When a friend introduces her to an unorthodox, backstreet art class taught by the strong-armed Kenzou Hidaka, called simply as ""sensei,"" Akiko decides to enroll, expecting an easy ride and an automatic improvement in her art skills. To her chagrin, what she gets is something else entirely—a tough, demanding, and uncompromising teacher with absolutely no interest in manga.

But when Akiko takes up Sensei's challenge of an intense schedule, she comes to recognize how much he cares about his students and forms a close bond with him. With Sensei's guidance, Akiko learns what is necessary to become a successful mangaka as well as what it means to be an adult.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/154270l.jpg
